name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Lima,2010-09-11,17.1,14,15.5,17.1,14,15.5,12.2,81.2,0,0,0,,,,,14.8,200.2,1015,86.2,9.8,296.5,25.5,10,,2010-09-11T06:05:08,2010-09-11T18:04:26,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-09-12,18,14.7,15.9,18,14.7,15.9,12.5,80.7,0,0,0,,,,,18.4,182.4,1015.3,97.1,9.9,297.7,25.7,10,,2010-09-12T06:04:28,2010-09-12T18:04:24,0.14,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-09-13,17,14.6,15.5,17,14.6,15.5,12.3,81.7,0,0,0,,,,,20.5,203.5,1014.5,99.1,8.6,297.5,25.8,10,,2010-09-13T06:03:47,2010-09-13T18:04:23,0.18,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-09-14,17,14,15.6,17,14,15.6,12.3,80.9,0,0,0,,,,,14.8,282,1014.1,91.7,9.4,280.2,24.4,9,,2010-09-14T06:03:06,2010-09-14T18:04:21,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-09-15,18.1,14.7,15.9,18.1,14.7,15.9,12.8,82.2,0,0,0,,,,,13,198.4,1014.8,87.7,8.1,224.9,19.3,9,,2010-09-15T06:02:25,2010-09-15T18:04:19,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-09-16,18.1,14.8,15.9,18.1,14.8,15.9,13.3,84.7,0,0,0,,,,,13,219.6,1014.2,61.2,6,301,26,10,,2010-09-16T06:01:44,2010-09-16T18:04:18,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-09-17,19,14,16.1,19,14,16.1,13.8,86.4,0,0,0,,,,,18.4,201.2,1013.7,65.8,6.7,304.2,26.2,10,,2010-09-17T06:01:03,2010-09-17T18:04:16,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-09-18,20,14.7,16.6,20,14.7,16.6,14.2,86.1,0,0,0,,,,,22.3,176.1,1014,56.4,7.6,304.9,26.4,10,,2010-09-18T06:00:22,2010-09-18T18:04:15,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-09-19,19.1,14.8,16,19.1,14.8,16,14,88.2,0,0,0,,,,,22.3,177.5,1014.6,86.4,7.6,291.2,25.1,10,,2010-09-19T05:59:40,2010-09-19T18:04:13,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-09-20,19,14.7,16.3,19,14.7,16.3,14.1,86.6,0,0,0,,,,,22.3,177.4,1014.4,98.4,8.4,286.7,24.9,10,,2010-09-20T05:58:59,2010-09-20T18:04:12,0.41,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-09-21,19,15,16.3,19,15,16.3,14.1,86.9,0,0,0,,,,,20.5,185.5,1014.5,91.5,7.8,287.6,24.8,9,,2010-09-21T05:58:18,2010-09-21T18:04:10,0.44,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-09-22,20,15.8,17.1,20,15.8,17.1,14.3,83.8,0,0,0,,,,,24.1,170.9,1014.9,78.1,9.2,293.6,25.3,10,,2010-09-22T05:57:37,2010-09-22T18:04:09,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-09-23,19,15,16.4,19,15,16.4,14.2,86.9,0,0,0,,,,,22.3,174.4,1014.1,95.4,7.1,290,25,10,,2010-09-23T05:56:56,2010-09-23T18:04:08,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-09-24,19,15,16.5,19,15,16.5,14.1,86.1,0,0,0,,,,,29.5,193.5,1014.9,98.6,7.3,291.9,25.4,10,,2010-09-24T05:56:15,2010-09-24T18:04:07,0.55,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-09-25,18,15,16.3,18,15,16.3,13.8,85.4,0,0,0,,,,,24.1,178.4,1015.1,85.4,10.2,218.7,18.8,8,,2010-09-25T05:55:34,2010-09-25T18:04:06,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-09-26,19,14.9,16.5,19,14.9,16.5,14,85.7,0,0,0,,,,,22.3,168.8,1013.9,84.1,9.1,305.1,26.3,10,,2010-09-26T05:54:53,2010-09-26T18:04:05,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-09-27,17.1,15,16.1,17.1,15,16.1,13.4,84.1,0,0,0,,,,,18.4,197.3,1014.6,97.8,9.4,313,27,10,,2010-09-27T05:54:13,2010-09-27T18:04:05,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-09-28,19,15,16.5,19,15,16.5,13.3,81.6,0,0,0,,,,,18.4,185.5,1014.9,81.1,10.3,314.9,27.3,10,,2010-09-28T05:53:33,2010-09-28T18:04:05,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-09-29,19,14,16,19,14,16,13.2,83.8,0,0,0,,,,,14.8,194.5,1013.1,69.6,8.9,241.6,20.9,9,,2010-09-29T05:52:53,2010-09-29T18:04:05,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-09-30,18.2,14.9,16.3,18.2,14.9,16.3,13.6,84.2,0,0,0,,,,,14.8,225.6,1014.9,93.3,8.8,292.7,25.4,10,,2010-09-30T05:52:13,2010-09-30T18:04:05,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-01,19.2,15.2,16.9,19.2,15.2,16.9,13.6,81,0,0,0,,,,,22.3,181.3,1016.9,89,10.3,310.2,26.5,10,,2010-10-01T05:51:33,2010-10-01T18:04:06,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-02,18,14,16,18,14,16,13.8,87,0,0,0,,,,,20.5,175.4,1016.2,85.5,7.4,318.7,27.7,10,,2010-10-02T05:50:54,2010-10-02T18:04:06,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-03,17.2,15,15.8,17.2,15,15.8,13.8,88,0,0,0,,,,,14.8,187.4,1016.2,93.6,8.6,324,28,10,,2010-10-03T05:50:15,2010-10-03T18:04:07,0.86,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-04,19,15,16.4,19,15,16.4,14,86.3,0,0,0,,,,,14.8,212.2,1015,90.8,7.4,328,28.4,10,,2010-10-04T05:49:37,2010-10-04T18:04:09,0.89,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-05,17,14,15.8,17,14,15.8,13.5,86.4,0,0,0,,,,,13,198.5,1016.4,100,6.9,324.7,28.1,10,,2010-10-05T05:48:58,2010-10-05T18:04:10,0.93,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-06,18,15,16.2,18,15,16.2,13.5,84,0,0,0,,,,,22.3,180.2,1016,97.9,8.8,326.7,28.3,10,,2010-10-06T05:48:20,2010-10-06T18:04:13,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-07,19,14.9,16.3,19,14.9,16.3,12.9,80.5,0,0,0,,,,,20.5,204.1,1014.9,73.7,9.4,332,28.7,10,,2010-10-07T05:47:43,2010-10-07T18:04:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-08,19,15,16.3,19,15,16.3,13.1,81.8,0,0,0,,,,,13,210.8,1016,100,10.2,321,27.7,10,,2010-10-08T05:47:06,2010-10-08T18:04:18,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-09,20,15,16.7,20,15,16.7,13.1,79.7,0,0,0,,,,,27.7,175.6,1015.6,78.2,9.5,327.8,28.3,10,,2010-10-09T05:46:30,2010-10-09T18:04:21,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-10,18,15,16.1,18,15,16.1,13,82.2,0,0,0,,,,,14.8,215.1,1014.1,100,8.5,291.3,25.1,10,,2010-10-10T05:45:53,2010-10-10T18:04:25,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-11,19.2,15,16.7,19.2,15,16.7,13.2,80.4,0,0,0,,,,,16.6,190.9,1013.8,64,8.2,323.3,27.9,10,,2010-10-11T05:45:18,2010-10-11T18:04:29,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-12,20,14.8,16.6,20,14.8,16.6,13.6,82.7,0,0,0,,,,,24.1,176.6,1014,57.2,9.6,330.3,28.5,10,,2010-10-12T05:44:43,2010-10-12T18:04:33,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-13,19,14.9,16.3,19,14.9,16.3,14,86.6,0,0,0,,,,,22.3,182.7,1014,89.9,7.3,331.1,28.5,10,,2010-10-13T05:44:08,2010-10-13T18:04:38,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-14,19,15,16.3,19,15,16.3,13.7,84.7,0,0,0,,,,,16.6,235.4,1014.4,97.5,7.8,332.4,28.6,10,,2010-10-14T05:43:35,2010-10-14T18:04:44,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-15,20,15,16.8,20,15,16.8,13.4,81,0,0,0,,,,,14.8,219.1,1015.2,70.2,8.5,311.6,26.8,10,,2010-10-15T05:43:01,2010-10-15T18:04:50,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-16,19,15,16.6,19,15,16.6,13.8,83.7,0,0,0,,,,,18.4,196.4,1016.1,82.1,7.7,317,27.3,10,,2010-10-16T05:42:29,2010-10-16T18:04:56,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-17,18.2,14.2,16.2,18.2,14.2,16.2,13.4,84,0,0,0,,,,,20.5,208.4,1016.2,75.5,7.3,304.2,26.3,10,,2010-10-17T05:41:57,2010-10-17T18:05:03,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-18,20,14,16.3,20,14,16.3,13.7,85.2,0,0,0,,,,,14.8,202.2,1016.4,79.8,8,324.9,27.9,10,,2010-10-18T05:41:25,2010-10-18T18:05:11,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-19,19,15.8,16.9,19,15.8,16.9,13.9,82.9,0,0,0,,,,,14.8,204.4,1016.5,90.3,7.9,243.4,20.9,10,,2010-10-19T05:40:55,2010-10-19T18:05:19,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-20,19,16,17,19,16,17,14.1,83,0,0,0,,,,,22.3,166.8,1017,88.7,10.3,174.4,15,6,,2010-10-20T05:40:25,2010-10-20T18:05:27,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-21,20,15.9,17.3,20,15.9,17.3,14.5,83.8,0,0,0,,,,,18.4,171.2,1016.1,97.3,9.3,302.9,26.2,10,,2010-10-21T05:39:55,2010-10-21T18:05:36,0.46,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-22,20,16,17.5,20,16,17.5,14.6,83.4,0,0,0,,,,,16.6,190.7,1015.4,98.6,8.9,311.2,26.8,10,,2010-10-22T05:39:27,2010-10-22T18:05:46,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-23,19,15.7,17,19,15.7,17,14.5,85.3,0,0,0,,,,,14.8,216,1015.8,99.5,8.1,304.6,26.3,10,,2010-10-23T05:38:59,2010-10-23T18:05:56,0.52,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-24,20,16,17.6,20,16,17.6,14.1,80.5,0,0,0,,,,,13,211,1015.9,94.5,8.6,304.5,26.3,10,,2010-10-24T05:38:32,2010-10-24T18:06:07,0.56,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-25,20,16,17.7,20,16,17.7,14.2,80.1,0,0,0,,,,,13,201,1015,98.6,8,334.2,28.7,10,,2010-10-25T05:38:06,2010-10-25T18:06:19,0.59,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-26,20,16,17.4,20,16,17.4,14.3,81.8,0,0,0,,,,,20.5,182.1,1014.7,98.9,8.1,337.7,29.3,10,,2010-10-26T05:37:41,2010-10-26T18:06:31,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-27,20,16,17.5,20,16,17.5,14.6,83.6,0,0,0,,,,,16.6,196.2,1014.1,100,10.1,336.3,28.8,10,,2010-10-27T05:37:17,2010-10-27T18:06:44,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-28,19,15.8,17.1,19,15.8,17.1,14.3,83.8,0,0,0,,,,,13,183.5,1015.4,100,8.2,339.7,29.4,10,,2010-10-28T05:36:54,2010-10-28T18:06:57,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-10-29,20,16,17.6,20,16,17.6,14.1,80.5,0,0,0,,,,,14.8,181.2,1015.4,89.9,10.2,345.7,29.7,10,,2010-10-29T05:36:31,2010-10-29T18:07:11,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-30,20,16,17.7,20,16,17.7,14.4,80.8,0,0,0,,,,,14.8,184.8,1014.5,77.9,9.6,344.4,29.7,10,,2010-10-30T05:36:09,2010-10-30T18:07:26,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-10-31,18,15,16.6,18,15,16.6,14,84.9,0,0,0,,,,,9.4,225.3,1015.6,86.6,8.7,332.9,28.8,10,,2010-10-31T05:35:49,2010-10-31T18:07:41,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-01,18.2,15,16.6,18.2,15,16.6,13.9,84.1,0,0,0,,,,,22.3,186.4,1015.9,100,6.8,330,28.5,10,,2010-11-01T05:35:29,2010-11-01T18:07:57,0.84,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-11-02,20.1,16,17.7,20.1,16,17.7,13.6,77.1,0,0,0,,,,,16.6,196.1,1016,91.1,10.3,282.4,24.5,10,,2010-11-02T05:35:10,2010-11-02T18:08:14,0.88,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-11-03,20.8,16,17.7,20.8,16,17.7,13.7,77.7,0,0,0,,,,,20.5,179.5,1014.5,83.4,10.4,347.7,30,10,,2010-11-03T05:34:52,2010-11-03T18:08:31,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-04,21,16,17.6,21,16,17.6,13.4,76.4,0,0,0,,,,,22.3,179.3,1014.7,72.9,10.3,352.7,30.5,10,,2010-11-04T05:34:36,2010-11-04T18:08:49,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-05,19,15.8,17.2,19,15.8,17.2,13.5,79.4,0,0,0,,,,,16.6,198.9,1014.7,72.8,10.4,337.1,29,10,,2010-11-05T05:34:20,2010-11-05T18:09:08,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-06,19,15,16.6,19,15,16.6,13.8,84,0,0,0,,,,,14.8,233.7,1015.5,87.6,8.4,320.8,27.6,10,,2010-11-06T05:34:05,2010-11-06T18:09:27,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-07,19,15.7,16.9,19,15.7,16.9,13.9,82.7,0,0,0,,,,,24.1,188.3,1016.5,89.2,7.3,303.6,26.2,10,,2010-11-07T05:33:52,2010-11-07T18:09:47,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-08,19.1,15.9,17.1,19.1,15.9,17.1,14,82.1,0,0,0,,,,,22.3,171.2,1014.3,80.4,9.7,342.5,29.7,10,,2010-11-08T05:33:39,2010-11-08T18:10:08,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-09,20,14.9,17.3,20,14.9,17.3,13.8,80.4,0,0,0,,,,,18.4,197.1,1013.4,67.3,9.1,310.6,26.6,9,,2010-11-09T05:33:27,2010-11-09T18:10:29,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-10,20,16,17.2,20,16,17.2,14.5,84.4,0,0,0,,,,,14.8,197.2,1013.9,91.5,9.8,310.1,26.7,10,,2010-11-10T05:33:17,2010-11-10T18:10:51,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-11-11,20,16,17.8,20,16,17.8,14.6,81.8,0,0,0,,,,,13,193.6,1014.5,86.2,9.7,298,25.9,10,,2010-11-11T05:33:08,2010-11-11T18:11:14,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-12,20.1,16,17.7,20.1,16,17.7,15.1,85,0,0,0,,,,,18.4,190.9,1016,82.7,8.5,229.7,19.9,9,,2010-11-12T05:32:59,2010-11-12T18:11:37,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-13,21,16,17.6,21,16,17.6,14.8,84,0,0,0,,,,,14.8,201,1016.7,84.6,6.5,333.9,28.9,10,,2010-11-13T05:32:52,2010-11-13T18:12:00,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-14,21,16,17.6,21,16,17.6,14.7,83.2,0,0,0,,,,,18.4,181.8,1015.4,81.9,8.4,286.9,24.7,10,,2010-11-14T05:32:46,2010-11-14T18:12:25,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-15,20,16,17.5,20,16,17.5,14.8,84.4,0,0,0,,,,,20.5,188.5,1015.2,89.5,9.1,321.3,27.8,10,,2010-11-15T05:32:41,2010-11-15T18:12:50,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-16,21,16,17.7,21,16,17.7,14.9,84.1,0,0,0,,,,,18.4,175,1015.9,75,9.6,333.3,28.7,10,,2010-11-16T05:32:37,2010-11-16T18:13:15,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-17,22,16.8,18.7,22,16.8,18.7,15.2,80.7,0,0,0,,,,,25.9,170.5,1016.3,74.6,10.1,329.9,28.3,10,,2010-11-17T05:32:34,2010-11-17T18:13:41,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-18,21.2,15.7,18.3,21.2,15.7,18.3,15.1,82.4,0,0,0,,,,,31.3,169.9,1015.2,64.5,9.4,239.6,20.6,9,,2010-11-18T05:32:33,2010-11-18T18:14:08,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-19,22,16,18.3,22,16,18.3,15.5,84.3,0,0,0,,,,,20.5,173,1014.1,86.4,9.7,341.1,29.5,10,,2010-11-19T05:32:32,2010-11-19T18:14:35,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-20,23,18,19.7,23,18,19.7,15.5,77.6,0,0,0,,,,,22.3,170,1015,82.7,10.2,341.6,29.4,10,,2010-11-20T05:32:33,2010-11-20T18:15:03,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-21,22,17,19.2,22,17,19.2,16,82,0,0,0,,,,,16.6,188.4,1014.4,90.7,10,327,28.3,10,,2010-11-21T05:32:35,2010-11-21T18:15:31,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM"
Lima,2010-11-22,22,17,19.1,22,17,19.1,15.5,79.9,0,0,0,,,,,16.6,221,1014,76.9,10.2,317.9,27.4,10,,2010-11-22T05:32:38,2010-11-22T18:15:59,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-23,22,16,18.4,22,16,18.4,15.2,81.7,0,0,0,,,,,16.6,201.8,1012.9,74.9,9.7,244.4,21,9,,2010-11-23T05:32:42,2010-11-23T18:16:29,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-24,19.6,15.9,17.8,19.6,15.9,17.8,15.2,84.8,0,0,0,,,,,16.6,192.6,1012.1,66.2,6.6,311.4,27.1,10,,2010-11-24T05:32:47,2010-11-24T18:16:58,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-25,22,16.2,19,22,16.2,19,15,78.3,0,0,0,,,,,24.1,172.3,1012.4,77,9.7,340.1,29.3,10,,2010-11-25T05:32:53,2010-11-25T18:17:28,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-26,21,17,18.9,21,17,18.9,15.6,81.7,0,0,0,,,,,18.4,172.7,1013.4,75.6,10.4,196.5,16.9,8,,2010-11-26T05:33:00,2010-11-26T18:17:58,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-27,22,17.8,19.2,22,17.8,19.2,15.5,79.5,0,0,0,,,,,18.4,181.9,1014,89.7,10.3,322.7,27.8,10,,2010-11-27T05:33:09,2010-11-27T18:18:29,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-28,23,17.8,19.7,23,17.8,19.7,15.6,77.8,0,0,0,,,,,20.5,178,1013.6,76.9,10,239.6,20.7,8,,2010-11-28T05:33:18,2010-11-28T18:19:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-29,22.1,17.9,19.2,22.1,17.9,19.2,15.9,81.4,0,0,0,,,,,16.6,183.5,1012.8,84.2,10.2,229.9,19.8,9,,2010-11-29T05:33:29,2010-11-29T18:19:31,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-11-30,21.1,17,18.7,21.1,17,18.7,16,84.9,0,0,0,,,,,11.2,202.6,1012.9,87.5,7.4,175.9,15.1,6,,2010-11-30T05:33:40,2010-11-30T18:20:03,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-12-01,21,17,18.8,21,17,18.8,15.2,80,0,0,0,,,,,14.8,227,1013.2,82.6,8.6,298.3,25.7,10,,2010-12-01T05:33:53,2010-12-01T18:20:35,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-12-02,21.7,16.9,18.8,21.7,16.9,18.8,15.8,82.7,0,0,0,,,,,18.4,186,1012.8,74.9,9.6,283.5,24.3,9,,2010-12-02T05:34:07,2010-12-02T18:21:07,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-12-03,21,16.5,18.9,21,16.5,18.9,15.8,82.9,0,0,0,,,,,16.6,183.6,1013.2,84.7,10.1,314,27.2,10,,2010-12-03T05:34:21,2010-12-03T18:21:39,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM,remote"
Lima,2010-12-04,22,17,19.1,22,17,19.1,16.2,83.4,0,0,0,,,,,14.8,183.8,1014,88,9.5,299.4,25.8,10,,2010-12-04T05:34:37,2010-12-04T18:22:12,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-12-05,20.1,17.9,18.8,20.1,17.9,18.8,16.3,86,0,0,0,,,,,25.9,171.8,1013.5,84.5,9.8,209.1,18.2,6,,2010-12-05T05:34:54,2010-12-05T18:22:44,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-12-06,21.9,17.9,19.3,21.9,17.9,19.3,16.3,83.3,0,0,0,,,,,22.3,179.5,1013.8,74.6,10.4,280.6,24.1,10,,2010-12-06T05:35:12,2010-12-06T18:23:17,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-12-07,22,17,19.6,22,17,19.6,16.3,81.6,0,0,0,,,,,22.3,174.3,1014.1,86.3,10.4,296,25.7,10,,2010-12-07T05:35:30,2010-12-07T18:23:49,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-12-08,23,18,19.8,23,18,19.8,16.4,81.4,0,0,0,,,,,22.3,174.8,1014.2,79.8,10.4,216.9,18.7,8,,2010-12-08T05:35:50,2010-12-08T18:24:22,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-12-09,21.2,17,18.8,21.2,17,18.8,16.4,86,0,0,0,,,,,22.3,175,1013.6,82.6,9.7,292.8,25.2,10,,2010-12-09T05:36:10,2010-12-09T18:24:55,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-12-10,21,17,18.9,21,17,18.9,16.6,86.7,0,0,0,,,,,18.4,182.7,1013.1,85.7,9.2,270.5,23.2,10,,2010-12-10T05:36:31,2010-12-10T18:25:28,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-12-11,23,17.8,19.6,23,17.8,19.6,16.7,83.8,0,0,0,,,,,18.4,180.5,1013.3,74.7,8.7,277.4,24,10,,2010-12-11T05:36:54,2010-12-11T18:26:00,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
Lima,2010-12-12,23,17.9,19.7,23,17.9,19.7,17,84.8,0,0,0,,,,,22.3,179.1,1013,76.7,9.1,305.9,26.4,10,,2010-12-12T05:37:17,2010-12-12T18:26:33,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,SPIM"
